axis,fold,region,formula,E,a,b,b_log,c,h,fom_med,gamma
indomain_AK,3,Alaska,F5k2,,22.41408276571456,,,0.3452735225925999,,,
indomain_AK,3,Alaska,F6k0,,,,,,,,
indomain_AK,3,Alaska,F6k1,,,,,0.8046795585293312,,,
indomain_AK,3,Alaska,F6k2,,29.331553058284207,,,0.3186233555049296,,,
indomain_AK,3,Alaska,F7k1,1.559612367128573,,,,,,,
indomain_AK,3,Alaska,F7k2,1.711202672055395,-4.941041084435491,,,,,,
indomain_AK,3,Alaska,F8k2,1.545676725970127,,,,,4.502218803963783,0.44961920000000005,
indomain_AK,3,Alaska,F9k2,1.4335268152994567,,,,,,,0.127925875516971
indomain_AK,3,Alaska,F10k2,1.7346042427461053,,,,,,,-0.9438081626194476
indomain_AK,4,Alaska,F1k1,1.6063477761999383,,,,,,,
indomain_AK,4,Alaska,F1k2,1.2455914988594736,12.16895827932431,,,,,,
indomain_AK,4,Alaska,F2k2,,3.733416194377938,0.3811031711034467,0.36417183938286546,,,,
indomain_AK,4,Alaska,F3k2,,30.217452471864235,0.01970832249473565,,,,,
indomain_AK,4,Alaska,F4k2,,64.31571015428993,2.8182180812254445,,,,,
indomain_AK,4,Alaska,F5k0,,,,,,,,
indomain_AK,4,Alaska,F5k1,,,,,0.5672790264216195,,,
indomain_AK,4,Alaska,F5k2,,22.44946440305979,,,0.3371490082636811,,,
indomain_AK,4,Alaska,F6k0,,,,,,,,
indomain_AK,4,Alaska,F6k1,,,,,0.721945141589852,,,
indomain_AK,4,Alaska,F6k2,,29.03836231078348,,,0.31727385320201157,,,
indomain_AK,4,Alaska,F7k1,1.5379544162724876,,,,,,,
indomain_AK,4,Alaska,F7k2,1.6428117499037769,-3.6375758442147106,,,,,,
indomain_AK,4,Alaska,F8k2,1.5113589201119715,,,,,4.173931859652587,0.44237840000000006,
indomain_AK,4,Alaska,F9k2,1.4228775595964271,,,,,,,0.12492666366322733
indomain_AK,4,Alaska,F10k2,1.7889731598727643,,,,,,,-2.3186622163136916
indomain_AK,5,Alaska,F1k1,1.620761439998167,,,,,,,
indomain_AK,5,Alaska,F1k2,1.2281421036820073,12.733594825722628,,,,,,
indomain_AK,5,Alaska,F2k2,,3.8996894613751656,0.3748611536529616,0.36629423112939347,,,,
indomain_AK,5,Alaska,F3k2,,30.710094010998983,0.01933176583176095,,,,,
indomain_AK,5,Alaska,F4k2,,63.384954626598066,2.6035032171844805,,,,,
indomain_AK,5,Alaska,F5k0,,,,,,,,
indomain_AK,5,Alaska,F5k1,,,,,0.575615724955579,,,
indomain_AK,5,Alaska,F5k2,,22.907905393442853,,,0.3307408827963792,,,
indomain_AK,5,Alaska,F6k0,,,,,,,,
indomain_AK,5,Alaska,F6k1,,,,,0.7540034535372826,,,
indomain_AK,5,Alaska,F6k2,,29.39953457695039,,,0.3055552367134775,,,
indomain_AK,5,Alaska,F7k1,1.5291945910462206,,,,,,,
indomain_AK,5,Alaska,F7k2,1.5778662706633044,-1.647957222236839,,,,,,
indomain_AK,5,Alaska,F8k2,1.5138149146244249,,,,,4.588655912057465,0.44961920000000005,
indomain_AK,5,Alaska,F9k2,1.416695204856077,,,,,,,0.13061140982049876
indomain_AK,5,Alaska,F10k2,1.626277358645439,,,,,,,-0.07239453278350173
LORO,-1,Tibet,F1k1,1.6238495984067676,,,,,,,
LORO,-1,Tibet,F1k2,1.4042733936649734,7.226713734487088,,,,,,
LORO,-1,Tibet,F2k2,,2.4760907343056835,0.44007861287461125,0.37320654658414953,,,,
LORO,-1,Tibet,F3k2,,28.028655735620525,0.02219873332620055,,,,,
LORO,-1,Tibet,F4k2,,67.13681239295668,2.6969527064296748,,,,,
LORO,-1,Tibet,F5k0,,,,,,,,
LORO,-1,Tibet,F5k1,,,,,0.545329402684791,,,
LORO,-1,Tibet,F5k2,,20.17770977986108,,,0.34374990603037264,,,
LORO,-1,Tibet,F6k0,,,,,,,,
LORO,-1,Tibet,F6k1,,,,,0.7023514617782858,,,
LORO,-1,Tibet,F6k2,,24.870732541193014,,,0.36974787204760257,,,
LORO,-1,Tibet,F7k1,1.5620168571268207,,,,,,,
LORO,-1,Tibet,F7k2,1.8415557322080773,-9.457505350446208,,,,,,
LORO,-1,Tibet,F8k2,1.5732703606497065,,,,,2.21070679125032,0.43737879999999996,
LORO,-1,Tibet,F9k2,1.588225616783698,,,,,,,0.02163561898231833
LORO,-1,Tibet,F10k2,1.6660752367584484,,,,,,,-0.5317363949976195
LORO,-1,Mongolia_CAsia,F1k1,1.5999196645953204,,,,,,,
LORO,-1,Mongolia_CAsia,F1k2,1.297117080900546,9.957239851327328,,,,,,
LORO,-1,Mongolia_CAsia,F2k2,,3.017889351167034,0.4097948395425446,0.362471961206703,,,,
LORO,-1,Mongolia_CAsia,F3k2,,29.145627093436747,0.02053175221417659,,,,,
LORO,-1,Mongolia_CAsia,F4k2,,65.54370167333849,2.533139049853081,,,,,
LORO,-1,Mongolia_CAsia,F5k0,,,,,,,,
LORO,-1,Mongolia_CAsia,F5k1,,,,,0.5353471885445619,,,
LORO,-1,Mongolia_CAsia,F5k2,,23.505685761327804,,,0.2998257374100857,,,
LORO,-1,Mongolia_CAsia,F6k0,,,,,,,,
LORO,-1,Mongolia_CAsia,F6k1,,,,,0.6865869531724962,,,
LORO,-1,Mongolia_CAsia,F6k2,,28.16119445329221,,,0.30820395777722875,,,
LORO,-1,Mongolia_CAsia,F7k1,1.5394586184859533,,,,,,,
LORO,-1,Mongolia_CAsia,F7k2,1.6895842616921386,-5.075017723481568,,,,,,
LORO,-1,Mongolia_CAsia,F8k2,1.5147270726847994,,,,,4.130014279593744,0.43737879999999996,
LORO,-1,Mongolia_CAsia,F9k2,1.5199765846145188,,,,,,,0.048493720949087216
LORO,-1,Mongolia_CAsia,F10k2,1.532521924119917,,,,,,,0.919913493492565
LORO,-1,Alps,F1k1,1.6196372154834908,,,,,,,
LORO,-1,Alps,F1k2,1.3868892564354816,7.659595692917878,,,,,,
LORO,-1,Alps,F2k2,,2.542032833199479,0.43597062021062816,0.37084311754188926,,,,
LORO,-1,Alps,F3k2,,28.160019025756622,0.02196636504167064,,,,,
LORO,-1,Alps,F4k2,,66.68127575702194,2.639381563356199,,,,,
LORO,-1,Alps,F5k0,,,,,,,,
LORO,-1,Alps,F5k1,,,,,0.5436144090057686,,,
LORO,-1,Alps,F5k2,,20.61481699645743,,,0.33763117832080214,,,
LORO,-1,Alps,F6k0,,,,,,,,
LORO,-1,Alps,F6k1,,,,,0.7031682331073832,,,
LORO,-1,Alps,F6k2,,24.956648065737014,,,0.36943566171090597,,,
LORO,-1,Alps,F7k1,1.5590200597222004,,,,,,,
LORO,-1,Alps,F7k2,1.848620327260559,-9.797723045461664,,,,,,
LORO,-1,Alps,F8k2,1.5629267645800118,,,,,2.5168505922616844,0.43737879999999996,
LORO,-1,Alps,F9k2,1.5683777113919724,,,,,,,0.0311231061479262
LORO,-1,Alps,F10k2,1.7874993363566725,,,,,,,-1.9744650964969073
LORO,-1,Svalbard,F1k1,1.6236835001276246,,,,,,,
LORO,-1,Svalbard,F1k2,1.4029839182853472,7.263918578834216,,,,,,
LORO,-1,Svalbard,F2k2,,2.481993436549822,0.43972608534116125,0.37334740027610624,,,,
LORO,-1,Svalbard,F3k2,,28.042756026561793,0.022182209587182318,,,,,
LORO,-1,Svalbard,F4k2,,67.08946958217095,2.689193766693588,,,,,
LORO,-1,Svalbard,F5k0,,,,,,,,
LORO,-1,Svalbard,F5k1,,,,,0.5453114508454625,,,
LORO,-1,Svalbard,F5k2,,20.135883785713677,,,0.3441707974502297,,,
LORO,-1,Svalbard,F6k0,,,,,,,,
LORO,-1,Svalbard,F6k1,,,,,0.7023400504975957,,,
LORO,-1,Svalbard,F6k2,,24.922387181500305,,,0.3690838016688955,,,
LORO,-1,Svalbard,F7k1,1.5621740523552146,,,,,,,
LORO,-1,Svalbard,F7k2,1.851646873410475,-9.793906372211522,,,,,,
LORO,-1,Svalbard,F8k2,1.5758898356428934,,,,,2.0758649772599616,0.43737879999999996,
LORO,-1,Svalbard,F9k2,1.5858569222199963,,,,,,,0.02297317773400727
LORO,-1,Svalbard,F10k2,1.6978265877902263,,,,,,,-0.9168822980838817
