site_key,profile,deployment,date,depth_cm,temp_c
ID02_B,ID02,B,2025-01-21,10.0,-12.251
ID02_B,ID02,B,2025-01-21,20.0,-8.62
ID02_B,ID02,B,2025-01-21,30.0,-6.998
ID02_B,ID02,B,2025-01-21,40.0,-7.592
ID02_B,ID02,B,2025-01-21,50.0,-6.206
ID02_B,ID02,B,2025-01-21,60.0,-6.111
ID02_B,ID02,B,2025-01-21,70.0,-6.035
ID02_B,ID02,B,2025-01-21,80.0,-5.961
ID02_B,ID02,B,2025-01-22,10.0,-9.686
ID02_B,ID02,B,2025-01-22,20.0,-7.368
ID02_B,ID02,B,2025-01-22,30.0,-6.539
ID02_B,ID02,B,2025-01-22,40.0,-7.251
ID02_B,ID02,B,2025-01-22,50.0,-6.137
ID02_B,ID02,B,2025-01-22,60.0,-6.044
ID02_B,ID02,B,2025-01-22,70.0,-5.954
ID02_B,ID02,B,2025-01-22,80.0,-5.873
ID02_B,ID02,B,2025-01-23,10.0,-7.067
ID02_B,ID02,B,2025-01-23,20.0,-6.442
ID02_B,ID02,B,2025-01-23,30.0,-6.079
ID02_B,ID02,B,2025-01-23,40.0,-6.785
ID02_B,ID02,B,2025-01-23,50.0,-5.936
ID02_B,ID02,B,2025-01-23,60.0,-5.859
ID02_B,ID02,B,2025-01-23,70.0,-5.77
ID02_B,ID02,B,2025-01-23,80.0,-5.708
ID02_B,ID02,B,2025-01-24,10.0,-6.402
ID02_B,ID02,B,2025-01-24,20.0,-5.982
ID02_B,ID02,B,2025-01-24,30.0,-5.875
ID02_B,ID02,B,2025-01-24,40.0,-7.548
ID02_B,ID02,B,2025-01-24,50.0,-6.031
ID02_B,ID02,B,2025-01-24,60.0,-6.03
ID02_B,ID02,B,2025-01-24,70.0,-5.94
ID02_B,ID02,B,2025-01-24,80.0,-5.881
ID02_B,ID02,B,2025-01-25,10.0,-8.774
ID02_B,ID02,B,2025-01-25,20.0,-6.912
ID02_B,ID02,B,2025-01-25,30.0,-6.377
ID02_B,ID02,B,2025-01-25,40.0,-8.409
ID02_B,ID02,B,2025-01-25,50.0,-6.221
ID02_B,ID02,B,2025-01-25,60.0,-6.22
ID02_B,ID02,B,2025-01-25,70.0,-6.148
ID02_B,ID02,B,2025-01-25,80.0,-6.108
ID02_B,ID02,B,2025-01-26,10.0,-10.205
ID02_B,ID02,B,2025-01-26,20.0,-7.716
ID02_B,ID02,B,2025-01-26,30.0,-6.801
ID02_B,ID02,B,2025-01-26,40.0,-8.851
ID02_B,ID02,B,2025-01-26,50.0,-6.383
ID02_B,ID02,B,2025-01-26,60.0,-6.332
ID02_B,ID02,B,2025-01-26,70.0,-6.231
ID02_B,ID02,B,2025-01-26,80.0,-6.14
ID02_B,ID02,B,2025-01-27,10.0,-12.119
ID02_B,ID02,B,2025-01-27,20.0,-8.673
ID02_B,ID02,B,2025-01-27,30.0,-7.357
ID02_B,ID02,B,2025-01-27,40.0,-9.193
ID02_B,ID02,B,2025-01-27,50.0,-6.578
ID02_B,ID02,B,2025-01-27,60.0,-6.434
ID02_B,ID02,B,2025-01-27,70.0,-6.287
ID02_B,ID02,B,2025-01-27,80.0,-6.205
ID02_B,ID02,B,2025-01-28,10.0,-14.661
ID02_B,ID02,B,2025-01-28,20.0,-9.803
ID02_B,ID02,B,2025-01-28,30.0,-7.943
ID02_B,ID02,B,2025-01-28,40.0,-9.965
ID02_B,ID02,B,2025-01-28,50.0,-6.878
ID02_B,ID02,B,2025-01-28,60.0,-6.655
ID02_B,ID02,B,2025-01-28,70.0,-6.462
ID02_B,ID02,B,2025-01-28,80.0,-6.358
ID02_B,ID02,B,2025-01-29,10.0,-15.943
ID02_B,ID02,B,2025-01-29,20.0,-10.111
ID02_B,ID02,B,2025-01-29,30.0,-8.262
ID02_B,ID02,B,2025-01-29,40.0,-10.741
ID02_B,ID02,B,2025-01-29,50.0,-7.089
ID02_B,ID02,B,2025-01-29,60.0,-6.792
ID02_B,ID02,B,2025-01-29,70.0,-6.542
ID02_B,ID02,B,2025-01-29,80.0,-6.378
ID02_B,ID02,B,2025-01-30,10.0,-14.427
ID02_B,ID02,B,2025-01-30,20.0,-9.88
ID02_B,ID02,B,2025-01-30,30.0,-8.355
ID02_B,ID02,B,2025-01-30,40.0,-9.569
ID02_B,ID02,B,2025-01-30,50.0,-7.175
ID02_B,ID02,B,2025-01-30,60.0,-6.827
ID02_B,ID02,B,2025-01-30,70.0,-6.536
ID02_B,ID02,B,2025-01-30,80.0,-6.317
ID02_B,ID02,B,2025-01-31,10.0,-11.405
ID02_B,ID02,B,2025-01-31,20.0,-8.842
ID02_B,ID02,B,2025-01-31,30.0,-7.927
ID02_B,ID02,B,2025-01-31,40.0,-8.637
ID02_B,ID02,B,2025-01-31,50.0,-7.034
ID02_B,ID02,B,2025-01-31,60.0,-6.692
ID02_B,ID02,B,2025-01-31,70.0,-6.39
ID02_B,ID02,B,2025-01-31,80.0,-6.122
ID02_B,ID02,B,2025-02-02,10.0,-9.446
ID02_B,ID02,B,2025-02-02,20.0,-8.125
ID02_B,ID02,B,2025-02-02,30.0,-7.537
ID02_B,ID02,B,2025-02-02,40.0,-8.504
ID02_B,ID02,B,2025-02-02,50.0,-6.854
ID02_B,ID02,B,2025-02-02,60.0,-6.538
ID02_B,ID02,B,2025-02-02,70.0,-6.247
ID02_B,ID02,B,2025-02-02,80.0,-5.967
ID02_B,ID02,B,2025-02-03,10.0,-8.133
ID02_B,ID02,B,2025-02-03,20.0,-7.598
ID02_B,ID02,B,2025-02-03,30.0,-7.266
ID02_B,ID02,B,2025-02-03,40.0,-8.259
ID02_B,ID02,B,2025-02-03,50.0,-6.815
ID02_B,ID02,B,2025-02-03,60.0,-6.564
ID02_B,ID02,B,2025-02-03,70.0,-6.301
ID02_B,ID02,B,2025-02-03,80.0,-6.037
ID02_B,ID02,B,2025-02-04,10.0,-7.254
ID02_B,ID02,B,2025-02-04,20.0,-7.059
ID02_B,ID02,B,2025-02-04,30.0,-6.882
ID02_B,ID02,B,2025-02-04,40.0,-7.377
ID02_B,ID02,B,2025-02-04,50.0,-6.612
ID02_B,ID02,B,2025-02-04,60.0,-6.421
ID02_B,ID02,B,2025-02-04,70.0,-6.204
ID02_B,ID02,B,2025-02-04,80.0,-5.965
ID02_B,ID02,B,2025-02-05,10.0,-7.338
ID02_B,ID02,B,2025-02-05,20.0,-7.021
ID02_B,ID02,B,2025-02-05,30.0,-6.87
ID02_B,ID02,B,2025-02-05,40.0,-7.968
ID02_B,ID02,B,2025-02-05,50.0,-6.667
ID02_B,ID02,B,2025-02-05,60.0,-6.523
ID02_B,ID02,B,2025-02-05,70.0,-6.331
ID02_B,ID02,B,2025-02-05,80.0,-6.124
ID02_B,ID02,B,2025-02-06,10.0,-9.022
ID02_B,ID02,B,2025-02-06,20.0,-7.558
ID02_B,ID02,B,2025-02-06,30.0,-7.122
ID02_B,ID02,B,2025-02-06,40.0,-8.799
ID02_B,ID02,B,2025-02-06,50.0,-6.835
ID02_B,ID02,B,2025-02-06,60.0,-6.712
ID02_B,ID02,B,2025-02-06,70.0,-6.534
ID02_B,ID02,B,2025-02-06,80.0,-6.358
ID02_B,ID02,B,2025-02-07,10.0,-9.887
ID02_B,ID02,B,2025-02-07,20.0,-7.88
ID02_B,ID02,B,2025-02-07,30.0,-7.281
ID02_B,ID02,B,2025-02-07,40.0,-9.095
ID02_B,ID02,B,2025-02-07,50.0,-6.875
ID02_B,ID02,B,2025-02-07,60.0,-6.743
ID02_B,ID02,B,2025-02-07,70.0,-6.559
ID02_B,ID02,B,2025-02-07,80.0,-6.394
ID02_B,ID02,B,2025-02-08,10.0,-10.788
ID02_B,ID02,B,2025-02-08,20.0,-8.167
ID02_B,ID02,B,2025-02-08,30.0,-7.316
ID02_B,ID02,B,2025-02-08,40.0,-8.463
ID02_B,ID02,B,2025-02-08,50.0,-6.732
ID02_B,ID02,B,2025-02-08,60.0,-6.568
ID02_B,ID02,B,2025-02-08,70.0,-6.368
ID02_B,ID02,B,2025-02-08,80.0,-6.185
ID02_B,ID02,B,2025-02-09,10.0,-9.747
ID02_B,ID02,B,2025-02-09,20.0,-7.899
ID02_B,ID02,B,2025-02-09,30.0,-7.235
ID02_B,ID02,B,2025-02-09,40.0,-7.771
ID02_B,ID02,B,2025-02-09,50.0,-6.65
ID02_B,ID02,B,2025-02-09,60.0,-6.455
ID02_B,ID02,B,2025-02-09,70.0,-6.233
ID02_B,ID02,B,2025-02-09,80.0,-6.026
ID02_B,ID02,B,2025-02-10,10.0,-8.744
ID02_B,ID02,B,2025-02-10,20.0,-7.569
ID02_B,ID02,B,2025-02-10,30.0,-7.12
ID02_B,ID02,B,2025-02-10,40.0,-7.597
ID02_B,ID02,B,2025-02-10,50.0,-6.654
ID02_B,ID02,B,2025-02-10,60.0,-6.479
ID02_B,ID02,B,2025-02-10,70.0,-6.254
ID02_B,ID02,B,2025-02-10,80.0,-6.034
ID02_B,ID02,B,2025-02-11,10.0,-8.376
ID02_B,ID02,B,2025-02-11,20.0,-7.349
ID02_B,ID02,B,2025-02-11,30.0,-6.964
ID02_B,ID02,B,2025-02-11,40.0,-7.374
ID02_B,ID02,B,2025-02-11,50.0,-6.572
ID02_B,ID02,B,2025-02-11,60.0,-6.422
ID02_B,ID02,B,2025-02-11,70.0,-6.21
ID02_B,ID02,B,2025-02-11,80.0,-5.997
ID02_B,ID02,B,2025-02-12,10.0,-8.445
ID02_B,ID02,B,2025-02-12,20.0,-7.364
ID02_B,ID02,B,2025-02-12,30.0,-6.982
ID02_B,ID02,B,2025-02-12,40.0,-7.735
ID02_B,ID02,B,2025-02-12,50.0,-6.633
ID02_B,ID02,B,2025-02-12,60.0,-6.507
ID02_B,ID02,B,2025-02-12,70.0,-6.313
ID02_B,ID02,B,2025-02-12,80.0,-6.121
ID02_B,ID02,B,2025-02-13,10.0,-10.436
ID02_B,ID02,B,2025-02-13,20.0,-7.996
ID02_B,ID02,B,2025-02-13,30.0,-7.26
ID02_B,ID02,B,2025-02-13,40.0,-8.447
ID02_B,ID02,B,2025-02-13,50.0,-6.798
ID02_B,ID02,B,2025-02-13,60.0,-6.669
ID02_B,ID02,B,2025-02-13,70.0,-6.48
ID02_B,ID02,B,2025-02-13,80.0,-6.298
ID02_B,ID02,B,2025-02-14,10.0,-12.713
ID02_B,ID02,B,2025-02-14,20.0,-9.002
ID02_B,ID02,B,2025-02-14,30.0,-7.819
ID02_B,ID02,B,2025-02-14,40.0,-9.186
ID02_B,ID02,B,2025-02-14,50.0,-7.06
ID02_B,ID02,B,2025-02-14,60.0,-6.866
ID02_B,ID02,B,2025-02-14,70.0,-6.649
ID02_B,ID02,B,2025-02-14,80.0,-6.451
ID02_B,ID02,B,2025-02-15,10.0,-12.665
ID02_B,ID02,B,2025-02-15,20.0,-9.193
ID02_B,ID02,B,2025-02-15,30.0,-8.019
ID02_B,ID02,B,2025-02-15,40.0,-9.903
ID02_B,ID02,B,2025-02-15,50.0,-7.201
ID02_B,ID02,B,2025-02-15,60.0,-6.974
ID02_B,ID02,B,2025-02-15,70.0,-6.735
ID02_B,ID02,B,2025-02-15,80.0,-6.526
ID02_B,ID02,B,2025-02-16,10.0,-14.948
ID02_B,ID02,B,2025-02-16,20.0,-10.179
ID02_B,ID02,B,2025-02-16,30.0,-8.435
ID02_B,ID02,B,2025-02-16,40.0,-10.153
ID02_B,ID02,B,2025-02-16,50.0,-7.419
ID02_B,ID02,B,2025-02-16,60.0,-7.136
ID02_B,ID02,B,2025-02-16,70.0,-6.877
ID02_B,ID02,B,2025-02-16,80.0,-6.642
ID02_B,ID02,B,2025-02-17,10.0,-13.531
ID02_B,ID02,B,2025-02-17,20.0,-9.851
ID02_B,ID02,B,2025-02-17,30.0,-8.496
ID02_B,ID02,B,2025-02-17,40.0,-9.611
ID02_B,ID02,B,2025-02-17,50.0,-7.443
ID02_B,ID02,B,2025-02-17,60.0,-7.147
ID02_B,ID02,B,2025-02-17,70.0,-6.854
ID02_B,ID02,B,2025-02-17,80.0,-6.553
ID02_B,ID02,B,2025-02-18,10.0,-11.373
ID02_B,ID02,B,2025-02-18,20.0,-9.086
ID02_B,ID02,B,2025-02-18,30.0,-8.216
ID02_B,ID02,B,2025-02-18,40.0,-8.841
ID02_B,ID02,B,2025-02-18,50.0,-7.383
ID02_B,ID02,B,2025-02-18,60.0,-7.079
ID02_B,ID02,B,2025-02-18,70.0,-6.778
ID02_B,ID02,B,2025-02-18,80.0,-6.471
ID02_B,ID02,B,2025-02-19,10.0,-9.798
ID02_B,ID02,B,2025-02-19,20.0,-8.434
ID02_B,ID02,B,2025-02-19,30.0,-7.888
ID02_B,ID02,B,2025-02-19,40.0,-8.487
ID02_B,ID02,B,2025-02-19,50.0,-7.276
ID02_B,ID02,B,2025-02-19,60.0,-7.022
ID02_B,ID02,B,2025-02-19,70.0,-6.736
ID02_B,ID02,B,2025-02-19,80.0,-6.43
ID02_B,ID02,B,2025-02-20,10.0,-10.045
ID02_B,ID02,B,2025-02-20,20.0,-8.415
ID02_B,ID02,B,2025-02-20,30.0,-7.807
ID02_B,ID02,B,2025-02-20,40.0,-8.655
ID02_B,ID02,B,2025-02-20,50.0,-7.241
ID02_B,ID02,B,2025-02-20,60.0,-7.018
ID02_B,ID02,B,2025-02-20,70.0,-6.756
ID02_B,ID02,B,2025-02-20,80.0,-6.467
ID02_B,ID02,B,2025-02-21,10.0,-9.808
ID02_B,ID02,B,2025-02-21,20.0,-8.334
ID02_B,ID02,B,2025-02-21,30.0,-7.83
ID02_B,ID02,B,2025-02-21,40.0,-8.876
ID02_B,ID02,B,2025-02-21,50.0,-7.344
ID02_B,ID02,B,2025-02-21,60.0,-7.146
ID02_B,ID02,B,2025-02-21,70.0,-6.904
ID02_B,ID02,B,2025-02-21,80.0,-6.633
ID02_B,ID02,B,2025-02-22,10.0,-9.812
ID02_B,ID02,B,2025-02-22,20.0,-8.19
ID02_B,ID02,B,2025-02-22,30.0,-7.641
ID02_B,ID02,B,2025-02-22,40.0,-8.752
ID02_B,ID02,B,2025-02-22,50.0,-7.148
ID02_B,ID02,B,2025-02-22,60.0,-6.96
ID02_B,ID02,B,2025-02-22,70.0,-6.727
ID02_B,ID02,B,2025-02-22,80.0,-6.477
ID02_B,ID02,B,2025-02-23,10.0,-10.686
ID02_B,ID02,B,2025-02-23,20.0,-8.622
ID02_B,ID02,B,2025-02-23,30.0,-7.931
ID02_B,ID02,B,2025-02-23,40.0,-9.076
ID02_B,ID02,B,2025-02-23,50.0,-7.357
ID02_B,ID02,B,2025-02-23,60.0,-7.154
ID02_B,ID02,B,2025-02-23,70.0,-6.916
ID02_B,ID02,B,2025-02-23,80.0,-6.657
ID02_B,ID02,B,2025-02-24,10.0,-10.622
ID02_B,ID02,B,2025-02-24,20.0,-8.585
ID02_B,ID02,B,2025-02-24,30.0,-7.884
ID02_B,ID02,B,2025-02-24,40.0,-9.049
ID02_B,ID02,B,2025-02-24,50.0,-7.32
ID02_B,ID02,B,2025-02-24,60.0,-7.119
ID02_B,ID02,B,2025-02-24,70.0,-6.889
ID02_B,ID02,B,2025-02-24,80.0,-6.64
ID02_B,ID02,B,2025-02-25,10.0,-11.558
ID02_B,ID02,B,2025-02-25,20.0,-8.929
ID02_B,ID02,B,2025-02-25,30.0,-8.009
ID02_B,ID02,B,2025-02-25,40.0,-8.973
ID02_B,ID02,B,2025-02-25,50.0,-7.319
ID02_B,ID02,B,2025-02-25,60.0,-7.091
ID02_B,ID02,B,2025-02-25,70.0,-6.85
ID02_B,ID02,B,2025-02-25,80.0,-6.591
ID02_B,ID02,B,2025-02-26,10.0,-12.404
ID02_B,ID02,B,2025-02-26,20.0,-9.334
ID02_B,ID02,B,2025-02-26,30.0,-8.248
ID02_B,ID02,B,2025-02-26,40.0,-9.566
ID02_B,ID02,B,2025-02-26,50.0,-7.517
ID02_B,ID02,B,2025-02-26,60.0,-7.268
ID02_B,ID02,B,2025-02-26,70.0,-7.012
ID02_B,ID02,B,2025-02-26,80.0,-6.733
ID02_B,ID02,B,2025-02-27,10.0,-11.862
ID02_B,ID02,B,2025-02-27,20.0,-9.211
ID02_B,ID02,B,2025-02-27,30.0,-8.317
ID02_B,ID02,B,2025-02-27,40.0,-9.184
ID02_B,ID02,B,2025-02-27,50.0,-7.554
ID02_B,ID02,B,2025-02-27,60.0,-7.279
ID02_B,ID02,B,2025-02-27,70.0,-7.007
ID02_B,ID02,B,2025-02-27,80.0,-6.709
ID02_B,ID02,B,2025-02-28,10.0,-10.307
ID02_B,ID02,B,2025-02-28,20.0,-8.797
ID02_B,ID02,B,2025-02-28,30.0,-8.224
ID02_B,ID02,B,2025-02-28,40.0,-9.042
ID02_B,ID02,B,2025-02-28,50.0,-7.603
ID02_B,ID02,B,2025-02-28,60.0,-7.343
ID02_B,ID02,B,2025-02-28,70.0,-7.061
ID02_B,ID02,B,2025-02-28,80.0,-6.736
ID02_B,ID02,B,2025-03-03,10.0,-10.6
ID02_B,ID02,B,2025-03-03,20.0,-8.897
ID02_B,ID02,B,2025-03-03,30.0,-8.23
ID02_B,ID02,B,2025-03-03,40.0,-8.918
ID02_B,ID02,B,2025-03-03,50.0,-7.605
ID02_B,ID02,B,2025-03-03,60.0,-7.355
ID02_B,ID02,B,2025-03-03,70.0,-7.078
ID02_B,ID02,B,2025-03-03,80.0,-6.75
ID02_B,ID02,B,2025-03-04,10.0,-10.303
ID02_B,ID02,B,2025-03-04,20.0,-8.77
ID02_B,ID02,B,2025-03-04,30.0,-8.176
ID02_B,ID02,B,2025-03-04,40.0,-9.03
ID02_B,ID02,B,2025-03-04,50.0,-7.616
ID02_B,ID02,B,2025-03-04,60.0,-7.379
ID02_B,ID02,B,2025-03-04,70.0,-7.111
ID02_B,ID02,B,2025-03-04,80.0,-6.801
ID02_B,ID02,B,2025-03-05,10.0,-11.023
ID02_B,ID02,B,2025-03-05,20.0,-9.034
ID02_B,ID02,B,2025-03-05,30.0,-8.251
ID02_B,ID02,B,2025-03-05,40.0,-9.136
ID02_B,ID02,B,2025-03-05,50.0,-7.625
ID02_B,ID02,B,2025-03-05,60.0,-7.396
ID02_B,ID02,B,2025-03-05,70.0,-7.132
ID02_B,ID02,B,2025-03-05,80.0,-6.807
ID02_B,ID02,B,2025-03-06,10.0,-11.841
ID02_B,ID02,B,2025-03-06,20.0,-9.294
ID02_B,ID02,B,2025-03-06,30.0,-8.295
ID02_B,ID02,B,2025-03-06,40.0,-8.985
ID02_B,ID02,B,2025-03-06,50.0,-7.596
ID02_B,ID02,B,2025-03-06,60.0,-7.363
ID02_B,ID02,B,2025-03-06,70.0,-7.109
ID02_B,ID02,B,2025-03-06,80.0,-6.819
ID02_B,ID02,B,2025-03-07,10.0,-12.236
ID02_B,ID02,B,2025-03-07,20.0,-9.509
ID02_B,ID02,B,2025-03-07,30.0,-8.412
ID02_B,ID02,B,2025-03-07,40.0,-9.06
ID02_B,ID02,B,2025-03-07,50.0,-7.636
ID02_B,ID02,B,2025-03-07,60.0,-7.387
ID02_B,ID02,B,2025-03-07,70.0,-7.133
ID02_B,ID02,B,2025-03-07,80.0,-6.849
ID02_B,ID02,B,2025-03-08,10.0,-10.713
ID02_B,ID02,B,2025-03-08,20.0,-8.851
ID02_B,ID02,B,2025-03-08,30.0,-8.179
ID02_B,ID02,B,2025-03-08,40.0,-8.74
ID02_B,ID02,B,2025-03-08,50.0,-7.597
ID02_B,ID02,B,2025-03-08,60.0,-7.376
ID02_B,ID02,B,2025-03-08,70.0,-7.135
ID02_B,ID02,B,2025-03-08,80.0,-6.864
ID02_B,ID02,B,2025-03-09,10.0,-10.16
ID02_B,ID02,B,2025-03-09,20.0,-8.617
ID02_B,ID02,B,2025-03-09,30.0,-8.031
ID02_B,ID02,B,2025-03-09,40.0,-8.018
ID02_B,ID02,B,2025-03-09,50.0,-7.472
ID02_B,ID02,B,2025-03-09,60.0,-7.254
ID02_B,ID02,B,2025-03-09,70.0,-7.009
ID02_B,ID02,B,2025-03-09,80.0,-6.723
ID02_B,ID02,B,2025-03-10,10.0,-8.691
ID02_B,ID02,B,2025-03-10,20.0,-7.947
ID02_B,ID02,B,2025-03-10,30.0,-7.645
ID02_B,ID02,B,2025-03-10,40.0,-7.285
ID02_B,ID02,B,2025-03-10,50.0,-7.279
ID02_B,ID02,B,2025-03-10,60.0,-7.111
ID02_B,ID02,B,2025-03-10,70.0,-6.899
ID02_B,ID02,B,2025-03-10,80.0,-6.65
ID02_B,ID02,B,2025-03-11,10.0,-8.998
ID02_B,ID02,B,2025-03-11,20.0,-8.01
ID02_B,ID02,B,2025-03-11,30.0,-7.676
ID02_B,ID02,B,2025-03-11,40.0,-7.892
ID02_B,ID02,B,2025-03-11,50.0,-7.373
ID02_B,ID02,B,2025-03-11,60.0,-7.237
ID02_B,ID02,B,2025-03-11,70.0,-7.043
ID02_B,ID02,B,2025-03-11,80.0,-6.818
ID02_B,ID02,B,2025-03-12,10.0,-9.943
ID02_B,ID02,B,2025-03-12,20.0,-8.03
ID02_B,ID02,B,2025-03-12,30.0,-7.552
ID02_B,ID02,B,2025-03-12,40.0,-8.331
ID02_B,ID02,B,2025-03-12,50.0,-7.357
ID02_B,ID02,B,2025-03-12,60.0,-7.304
ID02_B,ID02,B,2025-03-12,70.0,-7.198
ID02_B,ID02,B,2025-03-12,80.0,-7.075
ID02_B,ID02,B,2025-03-13,10.0,-11.893
ID02_B,ID02,B,2025-03-13,20.0,-8.643
ID02_B,ID02,B,2025-03-13,30.0,-7.751
ID02_B,ID02,B,2025-03-13,40.0,-8.43
ID02_B,ID02,B,2025-03-13,50.0,-7.334
ID02_B,ID02,B,2025-03-13,60.0,-7.229
ID02_B,ID02,B,2025-03-13,70.0,-7.096
ID02_B,ID02,B,2025-03-13,80.0,-6.958
ID02_B,ID02,B,2025-03-14,10.0,-13.797
ID02_B,ID02,B,2025-03-14,20.0,-9.535
ID02_B,ID02,B,2025-03-14,30.0,-8.313
ID02_B,ID02,B,2025-03-14,40.0,-9.055
ID02_B,ID02,B,2025-03-14,50.0,-7.59
ID02_B,ID02,B,2025-03-14,60.0,-7.377
ID02_B,ID02,B,2025-03-14,70.0,-7.163
ID02_B,ID02,B,2025-03-14,80.0,-6.939
ID02_B,ID02,B,2025-03-15,10.0,-11.31
ID02_B,ID02,B,2025-03-15,20.0,-8.879
ID02_B,ID02,B,2025-03-15,30.0,-8.115
ID02_B,ID02,B,2025-03-15,40.0,-8.878
ID02_B,ID02,B,2025-03-15,50.0,-7.524
ID02_B,ID02,B,2025-03-15,60.0,-7.329
ID02_B,ID02,B,2025-03-15,70.0,-7.134
ID02_B,ID02,B,2025-03-15,80.0,-6.939
ID02_B,ID02,B,2025-03-16,10.0,-11.276
ID02_B,ID02,B,2025-03-16,20.0,-9.112
ID02_B,ID02,B,2025-03-16,30.0,-8.405
ID02_B,ID02,B,2025-03-16,40.0,-9.629
ID02_B,ID02,B,2025-03-16,50.0,-7.836
ID02_B,ID02,B,2025-03-16,60.0,-7.638
ID02_B,ID02,B,2025-03-16,70.0,-7.432
ID02_B,ID02,B,2025-03-16,80.0,-7.21
ID02_B,ID02,B,2025-03-17,10.0,-11.976
ID02_B,ID02,B,2025-03-17,20.0,-9.42
ID02_B,ID02,B,2025-03-17,30.0,-8.607
ID02_B,ID02,B,2025-03-17,40.0,-9.898
ID02_B,ID02,B,2025-03-17,50.0,-7.996
ID02_B,ID02,B,2025-03-17,60.0,-7.787
ID02_B,ID02,B,2025-03-17,70.0,-7.584
ID02_B,ID02,B,2025-03-17,80.0,-7.365
ID02_B,ID02,B,2025-03-18,10.0,-12.923
ID02_B,ID02,B,2025-03-18,20.0,-9.848
ID02_B,ID02,B,2025-03-18,30.0,-8.88
ID02_B,ID02,B,2025-03-18,40.0,-10.009
ID02_B,ID02,B,2025-03-18,50.0,-8.156
ID02_B,ID02,B,2025-03-18,60.0,-7.904
ID02_B,ID02,B,2025-03-18,70.0,-7.667
ID02_B,ID02,B,2025-03-18,80.0,-7.404
ID02_B,ID02,B,2025-03-19,10.0,-12.821
ID02_B,ID02,B,2025-03-19,20.0,-10.031
ID02_B,ID02,B,2025-03-19,30.0,-9.062
ID02_B,ID02,B,2025-03-19,40.0,-9.968
ID02_B,ID02,B,2025-03-19,50.0,-8.281
ID02_B,ID02,B,2025-03-19,60.0,-7.998
ID02_B,ID02,B,2025-03-19,70.0,-7.735
ID02_B,ID02,B,2025-03-19,80.0,-7.436
ID02_B,ID02,B,2025-03-20,10.0,-13.072
ID02_B,ID02,B,2025-03-20,20.0,-10.364
ID02_B,ID02,B,2025-03-20,30.0,-9.391
ID02_B,ID02,B,2025-03-20,40.0,-10.385
ID02_B,ID02,B,2025-03-20,50.0,-8.561
ID02_B,ID02,B,2025-03-20,60.0,-8.243
ID02_B,ID02,B,2025-03-20,70.0,-7.939
ID02_B,ID02,B,2025-03-20,80.0,-7.578
ID02_B,ID02,B,2025-03-21,10.0,-12.379
ID02_B,ID02,B,2025-03-21,20.0,-10.164
ID02_B,ID02,B,2025-03-21,30.0,-9.301
ID02_B,ID02,B,2025-03-21,40.0,-10.207
ID02_B,ID02,B,2025-03-21,50.0,-8.571
ID02_B,ID02,B,2025-03-21,60.0,-8.286
ID02_B,ID02,B,2025-03-21,70.0,-8.0
ID02_B,ID02,B,2025-03-21,80.0,-7.644
ID02_B,ID02,B,2025-03-22,10.0,-13.102
ID02_B,ID02,B,2025-03-22,20.0,-10.39
ID02_B,ID02,B,2025-03-22,30.0,-9.416
ID02_B,ID02,B,2025-03-22,40.0,-10.65
ID02_B,ID02,B,2025-03-22,50.0,-8.691
ID02_B,ID02,B,2025-03-22,60.0,-8.425
ID02_B,ID02,B,2025-03-22,70.0,-8.158
ID02_B,ID02,B,2025-03-22,80.0,-7.831
ID02_B,ID02,B,2025-03-23,10.0,-13.069
ID02_B,ID02,B,2025-03-23,20.0,-10.456
ID02_B,ID02,B,2025-03-23,30.0,-9.525
ID02_B,ID02,B,2025-03-23,40.0,-10.659
ID02_B,ID02,B,2025-03-23,50.0,-8.753
ID02_B,ID02,B,2025-03-23,60.0,-8.46
ID02_B,ID02,B,2025-03-23,70.0,-8.174
ID02_B,ID02,B,2025-03-23,80.0,-7.831
ID02_B,ID02,B,2025-03-24,10.0,-13.933
ID02_B,ID02,B,2025-03-24,20.0,-10.909
ID02_B,ID02,B,2025-03-24,30.0,-9.773
ID02_B,ID02,B,2025-03-24,40.0,-10.868
ID02_B,ID02,B,2025-03-24,50.0,-8.902
ID02_B,ID02,B,2025-03-24,60.0,-8.593
ID02_B,ID02,B,2025-03-24,70.0,-8.306
ID02_B,ID02,B,2025-03-24,80.0,-7.961
ID02_B,ID02,B,2025-03-25,10.0,-13.794
ID02_B,ID02,B,2025-03-25,20.0,-10.797
ID02_B,ID02,B,2025-03-25,30.0,-9.716
ID02_B,ID02,B,2025-03-25,40.0,-10.373
ID02_B,ID02,B,2025-03-25,50.0,-8.837
ID02_B,ID02,B,2025-03-25,60.0,-8.513
ID02_B,ID02,B,2025-03-25,70.0,-8.216
ID02_B,ID02,B,2025-03-25,80.0,-7.863
ID02_B,ID02,B,2025-03-26,10.0,-12.184
ID02_B,ID02,B,2025-03-26,20.0,-10.095
ID02_B,ID02,B,2025-03-26,30.0,-9.377
ID02_B,ID02,B,2025-03-26,40.0,-9.941
ID02_B,ID02,B,2025-03-26,50.0,-8.669
ID02_B,ID02,B,2025-03-26,60.0,-8.365
ID02_B,ID02,B,2025-03-26,70.0,-8.066
ID02_B,ID02,B,2025-03-26,80.0,-7.704
ID02_B,ID02,B,2025-03-27,10.0,-11.698
ID02_B,ID02,B,2025-03-27,20.0,-10.123
ID02_B,ID02,B,2025-03-27,30.0,-9.498
